"LEASE_NUMBER","MMS_COMPANY_NUM","BUS_ASC_NAME","ASGN_STATUS_CODE","OWNER_ALIQUOT_CD","SN_LSE_OWNER","ASSGN_APRV_DATE","MMS_STRT_DATE","ASSGN_TERM_DATE","OWNER_GROUP_CODE","ASSIGNMENT_PCT","ASSGN_EFF_DATE","LEASE_NUM"
"G35324","02908","Ridgewood Energy O Fund, LLC","C","1","300148",9/22/2020,8/25/2006,,"","0.71607",2/28/2020,"G35324"
"G36875","02908","Ridgewood Energy O Fund, LLC","C","1","301314",2/2/2021,8/25/2006,,"","2.93",7/1/2020,"G36875"
"G35805","02908","Ridgewood Energy O Fund, LLC","C","1","300282",9/22/2020,8/25/2006,,"","2.93",2/28/2020,"G35805"
"G27982","02929","Ridgewood Energy Q Fund, LLC","C","B","300216",9/22/2020,11/1/2006,,"B","2.25",2/28/2020,"G27982"
"G33140","02929","Ridgewood Energy Q Fund, LLC","C","1","300243",9/22/2020,11/1/2006,,"","2.25",2/28/2020,"G33140"
"G33140","02929","Ridgewood Energy Q Fund, LLC","C","1","300243",9/22/2020,11/1/2006,,"","2.25",2/28/2020,"G33140"
"G33177","02929","Ridgewood Energy Q Fund, LLC","C","1","300255",9/22/2020,11/1/2006,,"","2.25",2/28/2020,"G33177"
"G33707","02929","Ridgewood Energy Q Fund, LLC","C","1","300276",9/22/2020,11/1/2006,,"","2.25",10/28/2020,"G33707"
"G36875","02929","Ridgewood Energy Q Fund, LLC","C","1","301315",2/2/2021,11/1/2006,,"","2.25",7/1/2020,"G36875"
"G35805","02929","Ridgewood Energy Q Fund, LLC","C","1","300281",9/22/2020,11/1/2006,,"","2.25",2/28/2020,"G35805"
"G27982","02931","Ridgewood Energy S Fund, LLC","C","B","300217",9/22/2020,11/1/2006,,"B","1.778",2/28/2020,"G27982"
"G33140","02931","Ridgewood Energy S Fund, LLC","C","1","300244",9/22/2020,11/1/2006,,"","1.778",2/28/2020,"G33140"
"G33140","02931","Ridgewood Energy S Fund, LLC","C","1","300244",9/22/2020,11/1/2006,,"","1.778",2/28/2020,"G33140"
"G33177","02931","Ridgewood Energy S Fund, LLC","C","1","300256",9/22/2020,11/1/2006,,"","1.778",2/28/2020,"G33177"
"G33707","02931","Ridgewood Energy S Fund, LLC","C","1","300277",9/22/2020,11/1/2006,,"","1.778",10/28/2020,"G33707"
"G36875","02931","Ridgewood Energy S Fund, LLC","C","1","301316",2/2/2021,11/1/2006,,"","1.778",7/1/2020,"G36875"
"G35805","02931","Ridgewood Energy S Fund, LLC","C","1","300284",9/22/2020,11/1/2006,,"","1.778",2/28/2020,"G35805"
"G27982","02932","Ridgewood Energy T Fund, LLC","C","B","300219",9/22/2020,11/1/2006,,"B","1.656",2/28/2020,"G27982"
"G33140","02932","Ridgewood Energy T Fund, LLC","C","1","300245",9/22/2020,11/1/2006,,"","1.656",2/28/2020,"G33140"
"G36126","03638","Progress Resources Gulf of Mexico LLC","C","1","302201",8/5/2021,9/4/2020,,"","15",5/1/2021,"G36126"
"G36237","03638","Progress Resources Gulf of Mexico LLC","C","1","302206",8/5/2021,9/4/2020,,"","15",5/1/2021,"G36237"
"G36285","03638","Progress Resources Gulf of Mexico LLC","C","1","302244",8/16/2021,9/4/2020,,"","20",4/22/2021,"G36285"
"G36298","03638","Progress Resources Gulf of Mexico LLC","C","1","302253",8/17/2021,9/4/2020,,"","20",4/22/2021,"G36298"
"G36318","03638","Progress Resources Gulf of Mexico LLC","C","1","302286",9/24/2021,9/4/2020,,"","20",4/22/2021,"G36318"
"G36319","03638","Progress Resources Gulf of Mexico LLC","C","1","302293",9/24/2021,9/4/2020,,"","20",4/22/2021,"G36319"
"G36321","03638","Progress Resources Gulf of Mexico LLC","C","1","302146",7/13/2021,9/4/2020,,"","10",4/22/2021,"G36321"
"G36322","03638","Progress Resources Gulf of Mexico LLC","C","1","302149",7/13/2021,9/4/2020,,"","10",4/22/2021,"G36322"
"G36325","03638","Progress Resources Gulf of Mexico LLC","C","1","302152",7/13/2021,9/4/2020,,"","10",4/22/2021,"G36325"
"G35876","03638","Progress Resources Gulf of Mexico LLC","C","1","302234",8/16/2021,9/4/2020,,"","20",4/22/2021,"G35876"
"G35877","03638","Progress Resources Gulf of Mexico LLC","C","1","302237",8/16/2021,9/4/2020,,"","20",4/22/2021,"G35877"
"G36425","03638","Progress Resources Gulf of Mexico LLC","C","1","302247",8/16/2021,9/4/2020,,"","20",4/22/2021,"G36425"
"G36426","03638","Progress Resources Gulf of Mexico LLC","C","1","302251",8/16/2021,9/4/2020,,"","20",4/22/2021,"G36426"
"G36823","03638","Progress Resources Gulf of Mexico LLC","C","1","302255",8/17/2021,9/4/2020,,"","20",4/22/2021,"G36823"
"G36401","03416","Ridgewood Castle Rock, LLC","C","1","303363",3/4/2022,2/16/2016,,"","25",8/27/2021,"G36401"
"G35836","03443","Ridgewood Cayenne, LLC","C","1","299274",9/22/2020,6/21/2016,,"","23.75",2/28/2020,"G35836"
" 00456","02417","Arena Energy, LLC","C","1","289731",8/14/2017,11/15/2010,,"","98",9/1/2016,"00456"
" 00457","02417","Arena Energy, LLC","C","1","289729",8/14/2017,11/15/2010,,"","98",9/1/2016,"00457"
" 00461","02417","Arena Energy, LLC","C","1","289727",8/14/2017,11/15/2010,,"","98",9/1/2016,"00461"
" 00462","02417","Arena Energy, LLC","C","1","289725",8/14/2017,11/15/2010,,"","98",9/1/2016,"00462"
" 00463","02417","Arena Energy, LLC","C","1","289723",8/14/2017,11/15/2010,,"","98",9/1/2016,"00463"
" 00464","02417","Arena Energy, LLC","C","1","289721",8/14/2017,11/15/2010,,"","98",9/1/2016,"00464"
" 00465","02417","Arena Energy, LLC","C","1","289683",8/10/2017,11/15/2010,,"","98",9/1/2016,"00465"
" 00498","02417","Arena Energy, LLC","C","1","289719",8/14/2017,11/15/2010,,"","98",9/1/2016,"00498"
" 00796","02417","Arena Energy, LLC","C","1","268062",4/8/2013,12/7/1999,,"","98",1/1/2013,"00796"
"G00981","02417","Arena Energy, LLC","C","1","289747",8/15/2017,11/15/2010,,"","98",9/1/2016,"G00981"
"G00982","02417","Arena Energy, LLC","C","1","289749",8/15/2017,11/15/2010,,"","98",9/1/2016,"G00982"
