id,externalId,name,isString,isStep,description,securityCategories,unit,tag,scan,span,step,zero,recno,excdev,excmax,excmin,exdesc,future,compdev,compmax,compmin,convers,pointid,srcptid,engunits,shutdown,userint1,userint2,archiving,location1,location2,location3,location4,location5,pointtype,ptclassid,sourcetag,totalcode,userreal1,userreal2,descriptor,digitalset,filtercode,ptclassrev,squareroot,compressing,pointsource,ptclassname,typicalvalue,displaydigits,excdevpercent,instrumenttag,compdevpercent
5381942646282997,pi:161014,VAL_23-YA-96105-01:Z.X.Value,False,False,PH 1stStg Comp 1 JournBRG DE,[],,VAL_23-YA-96105-01:Z.X.Value,0,100,0,0,145514,0,600,0,,0,0,28800,0,1,161014,0,,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH 1stStg Comp 1 JournBRG DE,,0,1,0,1,LAB-WAS-VAL,classic,50,-5,0,23-YA-96105-01:Z.X.Value,0
5383396927147219,pi:160883,VAL_23-TT-92512:X.Value,False,False,PH 1stStgSuctCool Gas In,[],,VAL_23-TT-92512:X.Value,1,100,0,0,145383,0,600,0,,0,0,28800,0,1,160883,0,,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH 1stStgSuctCool Gas In,,0,1,0,1,VLH_PCN1,classic,50,-5,0,23-TT-92512:X.Value,0
5420109711036767,pi:163658,VAL_45-TT-92607A:X.Value,False,False,PH 1stStgDiscClr CoolMed Out,[],,VAL_45-TT-92607A:X.Value,1,100,0,0,148158,0,600,0,,0,0,28800,0,1,163658,0,,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH 1stStgDiscClr CoolMed Out,,0,1,0,1,VLH_PCN1,classic,50,-5,0,45-TT-92607A:X.Value,0
5467658596997845,pi:160547,VAL_23-LY-92529_DensityBands_03oilLL:VALUE,False,False,PH (Profiler) Density Band 4 Lower Limit (OIL),[],Kg/m3,VAL_23-LY-92529_DensityBands_03oilLL:VALUE,1,100,0,0,145047,0,600,0,,0,0,28800,0,1,160547,0,Kg/m3,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH (Profiler) Density Band 4 Lower Limit (OIL),,0,1,0,1,VLH_PCN5,classic,50,-5,0,23-LY-92529_DensityBands_03oilLL:VALUE,0
5509112568463285,pi:160228,VAL_23-KA-9101_SPD:VALUE,False,False,PH (CBM) 1st Stage Shft Pwr Dev,[],,VAL_23-KA-9101_SPD:VALUE,1,100,0,0,144728,0,600,0,,0,0,28800,0,1,160228,0,,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH (CBM) 1st Stage Shft Pwr Dev,,0,1,0,1,VLH_PCN5,classic,50,-5,0,23-KA-9101_SPD:VALUE,0
5551138799106244,pi:163657,VAL_45-TT-92606:X.Value,False,False,PH 1stStgDiscClr CoolMed Sply,[],,VAL_45-TT-92606:X.Value,1,100,0,0,148157,0,600,0,,0,0,28800,0,1,163657,0,,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH 1stStgDiscClr CoolMed Sply,,0,1,0,1,VLH_PCN1,classic,50,-5,0,45-TT-92606:X.Value,0
5556878501908675,pi:160644,VAL_23-PDT-96143:X.Value,False,False,PH 1st Stg Encl Coalesar Filter,[],,VAL_23-PDT-96143:X.Value,1,100,0,0,145144,0,600,0,,0,0,28800,0,1,160644,0,,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH 1st Stg Encl Coalesar Filter,,0,1,0,1,VLH_PCN1,classic,50,-5,0,23-PDT-96143:X.Value,0
5556951711565880,pi:160519,VAL_23-LT-92523:Z.X1.Value,False,False,PH 1stStgSuctScrubber,[],,VAL_23-LT-92523:Z.X1.Value,1,100,0,0,145019,0,600,0,,0,0,28800,0,1,160519,0,,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH 1stStgSuctScrubber,,0,1,0,1,VLH_PCN1,classic,50,-5,0,23-LT-92523:Z.X1.Value,0
5614571190666296,pi:160496,VAL_23-LIC-92521:Control Module:PP,False,False,PH 1stStgSuctScrubber Level Gain,[],-,VAL_23-LIC-92521:Control Module:PP,1,100,0,0,144996,0,86400,0,,0,0,86400,0,1,160496,0,-,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH 1stStgSuctScrubber Level Gain,,0,1,0,1,VLH_PCN1,classic,50,-5,0,23-LIC-92521:Control Module:PP,0
5625449825540327,pi:160549,VAL_23-LY-92529_DensityBands_04emulsionLL:VALUE,False,False,PH (Profiler) Density Band 3 Lower Limit (EMULSION),[],Kg/m3,VAL_23-LY-92529_DensityBands_04emulsionLL:VALUE,1,100,0,0,145049,0,600,0,,0,0,28800,0,1,160549,0,Kg/m3,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH (Profiler) Density Band 3 Lower Limit (EMULSION),,0,1,0,1,VLH_PCN5,classic,50,-5,0,23-LY-92529_DensityBands_04emulsionLL:VALUE,0
5662453767080168,pi:160884,VAL_23-TT-92533:X.Value,False,False,PH 1stStgComp Suction,[],DegC,VAL_23-TT-92533:X.Value,1,100,0,0,145384,0,600,0,,0,0,28800,0,1,160884,0,DegC,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH 1stStgComp Suction,,0,1,0,1,VLH_PCN1,classic,50,-5,0,23-TT-92533:X.Value,0
5685324496264655,pi:160193,VAL_23-FT-96159:X.Value,False,False,PH 1stStg Comp Buffer Gas NDE,[],,VAL_23-FT-96159:X.Value,1,100,0,0,144693,0,600,0,,0,0,28800,0,1,160193,0,,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH 1stStg Comp Buffer Gas NDE,,0,1,0,1,VLH_PCN1,classic,50,-5,0,23-FT-96159:X.Value,0
5689397316297413,pi:160844,VAL_23-TIC-96148:Z.X.Value,False,False,PH 1stStg Comp Seal Gas Measured Value,[],degC,VAL_23-TIC-96148:Z.X.Value,1,100,0,0,145344,0,600,0,,0,0,28800,0,1,160844,0,degC,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH 1stStg Comp Seal Gas Measured Value,,0,1,0,1,VLH_PCN1,classic,50,-5,0,23-TIC-96148:Z.X.Value,0
5695889633933290,pi:160038,VAL_23_FIC_92543_09:Z.X.Value,False,False,PH 1stStgComp AntSrg Limit 2 SP,[],,VAL_23_FIC_92543_09:Z.X.Value,1,100,0,0,144538,0,600,0,,0,0,28800,0,1,160038,0,,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH 1stStgComp AntSrg Limit 2 SP,,0,1,0,1,VLH_PCN1,classic,50,-5,0,23_FIC_92543_09:Z.X.Value,0
5712835749078181,pi:160553,VAL_23-LY-92529_DensityBands_06sandLL:VALUE,False,False,PH (Profiler) Density Band 1 Lower Limit (SAND),[],Kg/m3,VAL_23-LY-92529_DensityBands_06sandLL:VALUE,1,100,0,0,145053,0,600,0,,0,0,28800,0,1,160553,0,Kg/m3,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH (Profiler) Density Band 1 Lower Limit (SAND),,0,1,0,1,VLH_PCN5,classic,50,-5,0,23-LY-92529_DensityBands_06sandLL:VALUE,0
5717190120909296,pi:160934,VAL_23-TT-96183:X.Value,False,False,PH 1stStg Lube Oil Reservoir,[],,VAL_23-TT-96183:X.Value,1,100,0,0,145434,0,600,0,,0,0,28800,0,1,160934,0,,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH 1stStg Lube Oil Reservoir,,0,1,0,1,VLH_PCN1,classic,50,-5,0,23-TT-96183:X.Value,0
5743099370337739,pi:160914,VAL_23-TT-96112-01:Z.X.Value,False,False,PH 1stStg Comp 1 Journ BRG NDE,[],,VAL_23-TT-96112-01:Z.X.Value,0,100,0,0,145414,0,600,0,,0,0,28800,0,1,160914,0,,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH 1stStg Comp 1 Journ BRG NDE,,0,1,0,1,LAB-WAS-VAL,classic,50,-5,0,23-TT-96112-01:Z.X.Value,0
5770563240337507,pi:160217,VAL_23-KA-9101_APE:VALUE,False,False,PH (CBM) 1st Stage ActCompr Poly Eff,[],,VAL_23-KA-9101_APE:VALUE,1,100,0,0,144717,0,600,0,,0,0,28800,0,1,160217,0,,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH (CBM) 1st Stage ActCompr Poly Eff,,0,1,0,1,VLH_PCN5,classic,50,-5,0,23-KA-9101_APE:VALUE,0
5793880463497190,pi:160887,VAL_23-TT-92602:X.Value,False,False,PH 1stStgDiscCool Gas In,[],,VAL_23-TT-92602:X.Value,1,100,0,0,145387,0,600,0,,0,0,28800,0,1,160887,0,,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH 1stStgDiscCool Gas In,,0,1,0,1,VLH_PCN1,classic,50,-5,0,23-TT-92602:X.Value,0
5794599102548834,pi:160648,VAL_23-PDT-96162:X.Value,False,False,PH 1st Stg Comp Booster,[],,VAL_23-PDT-96162:X.Value,1,100,0,0,145148,0,600,0,,0,0,28800,0,1,160648,0,,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH 1st Stg Comp Booster,,0,1,0,1,VLH_PCN1,classic,50,-5,0,23-PDT-96162:X.Value,0
5799584676973766,pi:160911,VAL_23-TT-96104-03:Z.X.Value,False,False,PH 1stStg Comp Thrust BRG OUT,[],,VAL_23-TT-96104-03:Z.X.Value,0,100,0,0,145411,0,600,0,,0,0,28800,0,1,160911,0,,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH 1stStg Comp Thrust BRG OUT,,0,1,0,1,LAB-WAS-VAL,classic,50,-5,0,23-TT-96104-03:Z.X.Value,0
5808433910106477,pi:160789,VAL_23-TIC-92604:MODE,True,False,PH 1stStgDiscCool Gas Out Mode,[],,VAL_23-TIC-92604:MODE,1,100,1,0,145289,0,600,0,"if (('VAL_23-TIC-92604:Control Module:BA') = ""True"" AND ('VAL_23-TIC-92604:Control Module:BX') = ""False"") THEN ""AUTO"" ELSE if (('VAL_23-TIC-92604:Control Module:BA') = ""True"" AND ('VAL_23-TIC-92604:Control Module:BX') = ""True"") THEN ""E1"" ELSE if ('VAL_23-TIC-92604:Control Module:BA') = ""False"" then ""MAN"" ELSE ""N/A""",0,0,28800,0,1,160789,0,,0,0,0,1,0,0,0,7,0,String,2,,0,0,0,PH 1stStgDiscCool Gas Out Mode,,0,1,0,1,C,classic,50,-5,0,,0
5827946607408098,pi:160254,VAL_23-KA-9101-M01_Reactive_power_kVAr:VALUE,False,False,PH (SwitchGear),[],kVAr,VAL_23-KA-9101-M01_Reactive_power_kVAr:VALUE,1,100,0,0,144754,0,600,0,,0,0,28800,0,1,160254,0,kVAr,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH (SwitchGear),,0,1,0,1,VLH_PCN5,classic,50,-5,0,23-KA-9101-M01_Reactive_power_kVAr:VALUE,0
5862018306909677,pi:160837,VAL_23-TIC-96148:Control Module:BA,False,False,PH 1stStg Comp Seal Gas Auto,[],-,VAL_23-TIC-96148:Control Module:BA,1,1,1,147,145337,0,600,0,,0,0,1200,0,1,160837,0,-,0,0,0,1,1,2,1,1,0,Digital,2,,0,0,0,PH 1stStg Comp Seal Gas Auto,Valhall_True_False,0,1,0,1,VLH_PCN1,classic,0,-5,0,23-TIC-96148:Control Module:BA,0
5869168734246689,pi:160236,VAL_23-KA-9101-M01_Current_L2:VALUE,False,False,PH (SwitchGear) MV-COMP.M. FEEDER/ Current (L2),[],A,VAL_23-KA-9101-M01_Current_L2:VALUE,1,100,0,0,144736,0,600,0,,0,0,28800,0,1,160236,0,A,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH (SwitchGear) MV-COMP.M. FEEDER/ Current (L2),,0,1,0,1,VLH_PCN5,classic,50,-5,0,23-KA-9101-M01_Current_L2:VALUE,0
5909550393172530,pi:160780,VAL_23-TIC-92504:MODE,True,False,PH 1stStgSuctCool Gas Out Mode,[],,VAL_23-TIC-92504:MODE,1,100,1,0,145280,0,600,0,"if (('VAL_23-TIC-92504:Control Module:BA') = ""True"" AND ('VAL_23-TIC-92504:Control Module:BX') = ""False"") THEN ""AUTO"" ELSE if (('VAL_23-TIC-92504:Control Module:BA') = ""True"" AND ('VAL_23-TIC-92504:Control Module:BX') = ""True"") THEN ""E1"" ELSE if ('VAL_23-TIC-92504:Control Module:BA') = ""False"" then ""MAN"" ELSE ""N/A""",0,0,28800,0,1,160780,0,,0,0,0,1,0,0,0,7,0,String,2,,0,0,0,PH 1stStgSuctCool Gas Out Mode,,0,1,0,1,C,classic,50,-5,0,,0
5911521921465147,pi:160580,VAL_23-NY-96144-05:VALUE,False,False,PH (CBM) Phase B Positive NQN,[],-,VAL_23-NY-96144-05:VALUE,1,100,0,0,145080,0,600,0,,0,0,28800,0,1,160580,0,-,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH (CBM) Phase B Positive NQN,,0,1,0,1,VLH_PCN5,classic,50,-5,0,23-NY-96144-05:VALUE,0
5928239598457589,pi:160497,VAL_23-LIC-92521:Control Module:YR,False,True,PH 1stStgSuctScrubber Level Working Setpoint,[],%,VAL_23-LIC-92521:Control Module:YR,1,100,1,0,144997,0,600,0,,0,0,1200,0,1,160497,0,%,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH 1stStgSuctScrubber Level Working Setpoint,,0,1,0,1,VLH_PCN1,classic,50,-5,0,23-LIC-92521:Control Module:YR,0
5930571812898739,pi:160033,VAL_23_FIC_92543_04:Z.X.Value,False,False,PH 1stStgComp First AntSrg Dev,[],,VAL_23_FIC_92543_04:Z.X.Value,1,100,0,0,144533,0,600,0,,0,0,28800,0,1,160033,0,,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH 1stStgComp First AntSrg Dev,,0,1,0,1,VLH_PCN1,classic,50,-5,0,23_FIC_92543_04:Z.X.Value,0
6032397754677509,pi:160237,VAL_23-KA-9101-M01_Current_L3:VALUE,False,False,PH (SwitchGear) MV-COMP.M. FEEDER/ Current (L3),[],A,VAL_23-KA-9101-M01_Current_L3:VALUE,1,100,0,0,144737,0,600,0,,0,0,28800,0,1,160237,0,A,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH (SwitchGear) MV-COMP.M. FEEDER/ Current (L3),,0,1,0,1,VLH_PCN5,classic,50,-5,0,23-KA-9101-M01_Current_L3:VALUE,0
6063477164812725,pi:160621,VAL_23-PDI-96149:X.Value,False,False,PH 1st Stg Comp Over Inner Seal,[],,VAL_23-PDI-96149:X.Value,1,100,0,0,145121,0,600,0,,0,0,28800,0,1,160621,0,,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH 1st Stg Comp Over Inner Seal,,0,1,0,1,VLH_PCN1,classic,50,-5,0,23-PDI-96149:X.Value,0
6073209665887322,pi:160701,VAL_23-PT-92535:X.Value,False,False,PH 1stStgComp Suction,[],bar,VAL_23-PT-92535:X.Value,1,100,0,0,145201,0,600,0,,0,0,28800,0,1,160701,0,bar,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH 1stStgComp Suction,,0,1,0,1,VLH_PCN1,classic,50,-5,0,23-PT-92535:X.Value,0
6087892696526380,pi:160190,VAL_23-FT-96151:X.Value,False,False,PH 1stStg Comp Inner Seal DE,[],,VAL_23-FT-96151:X.Value,1,100,0,0,144690,0,600,0,,0,0,28800,0,1,160190,0,,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH 1stStg Comp Inner Seal DE,,0,1,0,1,VLH_PCN1,classic,50,-5,0,23-FT-96151:X.Value,0
6097971521287255,pi:160767,VAL_23-TE-96137-03:X.Value,False,False,PH 1stStg Mtr Hot Air,[],,VAL_23-TE-96137-03:X.Value,1,100,0,0,145267,0,600,0,,0,0,28800,0,1,160767,0,,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH 1stStg Mtr Hot Air,,0,1,0,1,VLH_PCN1,classic,50,-5,0,23-TE-96137-03:X.Value,0
6132322115531272,pi:160550,VAL_23-LY-92529_DensityBands_04emulsionUL:VALUE,False,False,PH (Profiler) Density Band 3 Upper Limit (EMULSION),[],Kg/m3,VAL_23-LY-92529_DensityBands_04emulsionUL:VALUE,1,100,0,0,145050,0,600,0,,0,0,28800,0,1,160550,0,Kg/m3,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH (Profiler) Density Band 3 Upper Limit (EMULSION),,0,1,0,1,VLH_PCN5,classic,50,-5,0,23-LY-92529_DensityBands_04emulsionUL:VALUE,0
6134509923928991,pi:160253,VAL_23-KA-9101-M01_OC_low_stage_residual_NEF1low:VALUE,False,False,PH (SwitchGear) MV-COMP.M. FEEDER/ 51-1 Non Directional Earth Fault (trip Io>),[],,VAL_23-KA-9101-M01_OC_low_stage_residual_NEF1low:VALUE,1,1,1,147,144753,0,600,0,,0,0,28800,0,1,160253,0,,0,0,0,1,1,2,1,1,0,Digital,2,,0,0,0,PH (SwitchGear) MV-COMP.M. FEEDER/ 51-1 Non Directional Earth Fault (trip Io>),Valhall_True_False,0,1,0,1,VLH_PCN5,classic,0,-5,0,23-KA-9101-M01_OC_low_stage_residual_NEF1low:VALUE,0
6148800802009505,pi:160242,VAL_23-KA-9101-M01_MCB_failure-Motor_Tripping:VALUE,False,False,"PH (SwitchGear) MV-COMP.M. FEEDER/ MCB failure - Motor, Tripping",[],,VAL_23-KA-9101-M01_MCB_failure-Motor_Tripping:VALUE,1,1,1,147,144742,0,600,0,,0,0,28800,0,1,160242,0,,0,0,0,1,1,2,1,1,0,Digital,2,,0,0,0,"PH (SwitchGear) MV-COMP.M. FEEDER/ MCB failure - Motor, Tripping",Valhall_True_False,0,1,0,1,VLH_PCN5,classic,0,-5,0,23-KA-9101-M01_MCB_failure-Motor_Tripping:VALUE,0
6152916819760103,pi:160558,VAL_23-LY-92529_Outputs_gasLevel:VALUE,False,False,PH (Profiler) % Scaled Level Output for Level A or Gas,[],%,VAL_23-LY-92529_Outputs_gasLevel:VALUE,1,100,0,0,145058,0,600,0,,0,0,28800,0,1,160558,0,%,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH (Profiler) % Scaled Level Output for Level A or Gas,,0,1,0,1,VLH_PCN5,classic,50,-5,0,23-LY-92529_Outputs_gasLevel:VALUE,0
6178800633238867,pi:161015,VAL_23-YA-96105-02:Z.X.Value,False,False,PH 1stStg Comp 1 JournBRG DE,[],,VAL_23-YA-96105-02:Z.X.Value,0,100,0,0,145515,0,600,0,,0,0,28800,0,1,161015,0,,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH 1stStg Comp 1 JournBRG DE,,0,1,0,1,LAB-WAS-VAL,classic,50,-5,0,23-YA-96105-02:Z.X.Value,0
6191936750468329,pi:163656,VAL_45-TT-92508:X.Value,False,False,PH 1stStgSuctClr CoolMed Out,[],,VAL_45-TT-92508:X.Value,1,100,0,0,148156,0,600,0,,0,0,28800,0,1,163656,0,,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH 1stStgSuctClr CoolMed Out,,0,1,0,1,VLH_PCN1,classic,50,-5,0,45-TT-92508:X.Value,0
6203397508211100,pi:160154,VAL_23-FE-9106-39:X.Value,False,False,PH 1st Stg Lube Oil Heater Running,[],,VAL_23-FE-9106-39:X.Value,1,1,1,147,144654,0,600,0,,0,0,28800,0,1,160154,0,,0,0,0,1,1,0,1,1,0,Digital,2,,0,0,0,PH 1st Stg Lube Oil Heater Running,Valhall_True_False,0,1,0,1,VLH_PCN1,classic,0,-5,0,23-FE-9106-39:X.Value,0
6208484710329117,pi:160035,VAL_23_FIC_92543_06:Z.X.Value,False,False,PH 1stStgComp AntSrg Limit 1 PV,[],,VAL_23_FIC_92543_06:Z.X.Value,1,100,0,0,144535,0,600,0,,0,0,28800,0,1,160035,0,,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH 1stStgComp AntSrg Limit 1 PV,,0,1,0,1,VLH_PCN1,classic,50,-5,0,23_FIC_92543_06:Z.X.Value,0
6227120530180250,pi:160263,VAL_23-KA-9101-M01_Winding_Temperature_W1:VALUE,False,False,PH (SwitchGear),[],degC,VAL_23-KA-9101-M01_Winding_Temperature_W1:VALUE,1,100,0,0,144763,0,600,0,,0,0,28800,0,1,160263,0,degC,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH (SwitchGear),,0,1,0,1,VLH_PCN5,classic,50,-5,0,23-KA-9101-M01_Winding_Temperature_W1:VALUE,0
6236199778041241,pi:161066,VAL_23-ZA-96107-01:Z.X.Value,False,False,PH 1stStg Comp Schaft Axial,[],,VAL_23-ZA-96107-01:Z.X.Value,0,100,0,0,145566,0,600,0,,0,0,28800,0,1,161066,0,,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH 1stStg Comp Schaft Axial,,0,1,0,1,LAB-WAS-VAL,classic,50,-5,0,23-ZA-96107-01:Z.X.Value,0
6276163487910175,pi:160828,VAL_23-TIC-96147:Control Module:BA,False,False,PH 1stStg Comp Seal Gas Auto,[],-,VAL_23-TIC-96147:Control Module:BA,1,1,1,147,145328,0,600,0,,0,0,1200,0,1,160828,0,-,0,0,0,1,1,2,1,1,0,Digital,2,,0,0,0,PH 1stStg Comp Seal Gas Auto,Valhall_True_False,0,1,0,1,VLH_PCN1,classic,0,-5,0,23-TIC-96147:Control Module:BA,0
6311713788427121,pi:160183,VAL_23-FT-92521:X.Value,False,False,PH 1stStgSuctScrubber Liq Out,[],,VAL_23-FT-92521:X.Value,1,100,0,0,144683,0,600,0,,0,0,28800,0,1,160183,0,,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH 1stStgSuctScrubber Liq Out,,0,1,0,1,VLH_PCN1,classic,50,-5,0,23-FT-92521:X.Value,0
6314500515032082,pi:160498,VAL_23-LIC-92521:MODE,True,False,PH 1stStgSuctScrubber Level Mode,[],,VAL_23-LIC-92521:MODE,1,100,1,0,144998,0,600,0,"if (('VAL_23-LIC-92521:Control Module:BA') = ""True"" AND ('VAL_23-LIC-92521:Control Module:BX') = ""False"") THEN ""AUTO"" ELSE if (('VAL_23-LIC-92521:Control Module:BA') = ""True"" AND ('VAL_23-LIC-92521:Control Module:BX') = ""True"") THEN ""E1"" ELSE if ('VAL_23-LIC-92521:Control Module:BA') = ""False"" then ""MAN"" ELSE ""N/A""",0,0,28800,0,1,160498,0,,0,0,0,1,0,0,0,7,0,String,2,,0,0,0,PH 1stStgSuctScrubber Level Mode,,0,1,0,1,C,classic,50,-5,0,,0
6329427950060407,pi:160495,VAL_23-LIC-92521:Control Module:PI,False,False,PH 1stStgSuctScrubber Level Integral time,[],s,VAL_23-LIC-92521:Control Module:PI,1,100,0,0,144995,0,86400,0,,0,0,86400,0,1,160495,0,s,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH 1stStgSuctScrubber Level Integral time,,0,1,0,1,VLH_PCN1,classic,50,-5,0,23-LIC-92521:Control Module:PI,0
6333222790483708,pi:160790,VAL_23-TIC-92604:Z.X.Value,False,False,PH 1stStgDiscCool Gas Out Measured Value,[],degC,VAL_23-TIC-92604:Z.X.Value,0,100,0,0,145290,0,600,0,,0,0,28800,0,1,160790,0,degC,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH 1stStgDiscCool Gas Out Measured Value,,0,1,0,1,LAB-WAS-VAL800,classic,50,-5,0,23-TIC-92604:Z.X.Value,0
6370738899611315,pi:160932,VAL_23-TT-96181:Z.X2.Value,False,False,PH 1st Stg Oil System Header,[],,VAL_23-TT-96181:Z.X2.Value,1,100,0,0,145432,0,600,0,,0,0,28800,0,1,160932,0,,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH 1st Stg Oil System Header,,0,1,0,1,VLH_PCN1,classic,50,-5,0,23-TT-96181:Z.X2.Value,0
6386849649476680,pi:160271,VAL_23-KA-9101-M01-EL:XS.CoreStatus.Xservice.Signal.Value,False,False,PH Truck in Service,[],,VAL_23-KA-9101-M01-EL:XS.CoreStatus.Xservice.Signal.Value,1,1,1,147,144771,0,600,0,,0,0,28800,0,1,160271,0,,0,0,0,1,1,2,1,1,0,Digital,2,,0,0,0,PH Truck in Service,Valhall_True_False,0,1,0,1,VLH_PCN1,classic,0,-5,0,23-KA-9101-M01-EL:XS.CoreStatus.Xservice.Signal.Value,0
6421699458066679,pi:160266,VAL_23-KA-9101-M01-39B:X.Value,False,False,PH 1st Stage Compressor Motor Running,[],,VAL_23-KA-9101-M01-39B:X.Value,1,1,1,147,144766,0,600,0,,0,0,28800,0,1,160266,0,,0,0,0,1,1,0,1,1,0,Digital,2,,0,0,0,PH 1st Stage Compressor Motor Running,Valhall_True_False,0,1,0,1,VLH_PCN1,classic,0,-5,0,23-KA-9101-M01-39B:X.Value,0
6446633289691919,pi:160774,VAL_23-TIC-92504:Control Module:BA,False,False,PH 1stStgSuctCool Gas Out Auto,[],-,VAL_23-TIC-92504:Control Module:BA,1,1,1,147,145274,0,600,0,,0,0,1200,0,1,160774,0,-,0,0,0,1,1,2,1,1,0,Digital,2,,0,0,0,PH 1stStgSuctCool Gas Out Auto,Valhall_True_False,0,1,0,1,VLH_PCN1,classic,0,-5,0,23-TIC-92504:Control Module:BA,0
6452168696831339,pi:160221,VAL_23-KA-9101_EPE:VALUE,False,False,PH (CBM) 1st Stage ExpCompr Poly Eff,[],,VAL_23-KA-9101_EPE:VALUE,1,100,0,0,144721,0,600,0,,0,0,28800,0,1,160221,0,,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH (CBM) 1st Stage ExpCompr Poly Eff,,0,1,0,1,VLH_PCN5,classic,50,-5,0,23-KA-9101_EPE:VALUE,0
6468043662028746,pi:160078,VAL_23_PIC_92538_08:Z.X.Value,False,False,PH 1stStgComp STV Perf Limit 2 PV,[],,VAL_23_PIC_92538_08:Z.X.Value,1,100,0,0,144578,0,600,0,,0,0,28800,0,1,160078,0,,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH 1stStgComp STV Perf Limit 2 PV,,0,1,0,1,VLH_PCN1,classic,50,-5,0,23_PIC_92538_08:Z.X.Value,0
6468745812454272,pi:160931,VAL_23-TT-96181:Z.X1.Value,False,False,PH 1st Stg Oil System Header,[],,VAL_23-TT-96181:Z.X1.Value,1,100,0,0,145431,0,600,0,,0,0,28800,0,1,160931,0,,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH 1st Stg Oil System Header,,0,1,0,1,VLH_PCN1,classic,50,-5,0,23-TT-96181:Z.X1.Value,0
6468962882964786,pi:161071,VAL_23-ZA-96121-03:Z.X.Value,False,False,PH 1stStg Gear Schaft Axial,[],,VAL_23-ZA-96121-03:Z.X.Value,0,100,0,0,145571,0,600,0,,0,0,28800,0,1,161071,0,,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH 1stStg Gear Schaft Axial,,0,1,0,1,LAB-WAS-VAL,classic,50,-5,0,23-ZA-96121-03:Z.X.Value,0
6472714506802503,pi:160830,VAL_23-TIC-96147:Control Module:PD,False,False,PH 1stStg Comp Seal Gas Derivate time,[],s,VAL_23-TIC-96147:Control Module:PD,1,100,0,0,145330,0,86400,0,,0,0,86400,0,1,160830,0,s,0,0,0,1,1,0,1,1,0,Float32,2,,0,0,0,PH 1stStg Comp Seal Gas Derivate time,,0,1,0,1,VLH_PCN1,classic,50,-5,0,23-TIC-96147:Control Module:PD,0
