name,parentId,description,id,ELC_STATUS_ID,RES_ID,SOURCE_DB,SOURCE_TABLE,WMT_AREA_ID,WMT_CATEGORY_ID,WMT_CONTRACTOR_ID,WMT_FUNC_CODE_ID,WMT_LOCATION_ID,WMT_PO_ID,WMT_SAFETYCRITICALELEMENT_ID,WMT_SYSTEM_ID,WMT_TAG_CREATED_DATE,WMT_TAG_CRITICALLINE,WMT_TAG_DESC,WMT_TAG_GLOBALID,WMT_TAG_HISTORYREQUIRED,WMT_TAG_ID,WMT_TAG_ID_ANCESTOR,WMT_TAG_ISACTIVE,WMT_TAG_ISOWNEDBYPROJECT,WMT_TAG_LOOP,WMT_TAG_MAINID,WMT_TAG_NAME,WMT_TAG_UPDATED_BY,WMT_TAG_UPDATED_DATE,WMT_TAG_STATUSCHGDATE,WMT_TAG_COMMENT,WMT_TAG_SUFFIX,WMT_SYSTEM_ACTIVE,WMT_SYSTEM_CODE,WMT_SYSTEM_DESC,WMT_SYSTEM_NAME,WMT_LOCATION_ACTIVE,WMT_LOCATION_CODE,WMT_LOCATION_EXTENDACTIVEWOP,WMT_LOCATION_EXTERNALOWNERSHIP,WMT_LOCATION_MAITIS,WMT_LOCATION_NAME,WMT_LOCATION_NOCOPIESDEFAULTIC,WMT_LOCATION_NOCOPIESWOPERMIT,WMT_LOCATION_OPERATIONHOURS,WMT_LOCATION_PROGVALUE,WMT_LOCATION_SIMULATETIMEFRAME,WMT_LOCATION_SJAMAXNOOFTASKS,WMT_LOCATION_USEPLOTALTITUDE,WMT_LOCATION_WORKSTART
23-TE-96116-04,3117826349444493,VRD - PH 1STSTGGEAR THRUST BRG OUT,702630644612,1211,525283,workmate,wmate_dba.wmt_tag,1600,1116,1686,4564,1004,8309,1060,4440,2009-06-26 15:36:37,N,VRD - PH 1STSTGGEAR THRUST BRG OUT,1000000000681024,Y,346434,345637,1,0,96116,681760,23-TE-96116-04,8137,2014-07-11 09:25:15,,,,,,,,,,,,,,,,,,,,,
23-TE-96148,8515799768286580,VRD - PH 1STSTG COMP SEAL GAS HTR,5156972057719,1211,532924,workmate,wmate_dba.wmt_tag,1600,1116,1686,4564,1004,8309,1060,4440,2009-06-26 15:36:37,N,VRD - PH 1STSTG COMP SEAL GAS HTR,1000000000682252,Y,346452,346633,1,0,96148,681760,23-TE-96148,8137,2014-07-11 09:25:15,,,,,,,,,,,,,,,,,,,,,
23-YT-96117-01,3257705896277160,VRD - PH 1STSTGGEAR 1 JOURNBRG DE,8019487489463,1211,446683,workmate,wmate_dba.wmt_tag,1600,1116,1686,4627,1004,8309,1060,4440,2009-06-26 15:36:38,N,VRD - PH 1STSTGGEAR 1 JOURNBRG DE,1000000000715794,Y,346995,346935,1,0,96117,681760,23-YT-96117-01,9802,2013-12-09 12:53:01,,,,,,,,,,,,,,,,,,,,,
23-FI-96151,4239585628663887,SOFT TAG VRD - PH 1STSTG PRIM SEAL LEAK DE,9258567430091,1211,,workmate,wmate_dba.wmt_tag,1600,1152,1686,11275,1004,,,4440,2012-12-13 14:13:18,N,SOFT TAG VRD - PH 1STSTG PRIM SEAL LEAK DE,1000000000250739,Y,682956,345868,1,0,,681760,23-FI-96151,1001,2015-10-09 11:56:28,2014-10-06 07:45:10,,,,,,,,,,,,,,,,,,,,
23-LT-92521,2069232457199305,VRD - PH 1STSTGSUCTSCRUBBER LEVEL,12670864495024,1211,523206,workmate,wmate_dba.wmt_tag,1585,1116,1686,4469,1004,8309,1060,4440,2009-06-26 15:36:37,N,VRD - PH 1STSTGSUCTSCRUBBER LEVEL,1000000000708182,Y,346104,346127,1,0,92521,681760,23-LT-92521,9802,2013-12-09 12:53:00,,Settings are reference from bottom seam,,,,,,,,,,,,,,,,,,,
23-EZSM-92501A,576308321452985,VRD - PH 1STSTGSUCTCLR GAS IN,13001911877650,1211,145665,workmate,wmate_dba.wmt_tag,1585,1116,1686,9265,1004,8309,1060,4440,2009-06-26 15:36:37,N,VRD - PH 1STSTGSUCTCLR GAS IN,1000000000708494,Y,345694,345654,1,0,92501A,681760,23-EZSM-92501A,4332,2015-08-14 14:36:39,,"Changed barriere for tag, ref. VID-EQ-000785",,,,,,,,,,,,,,,,,,,
23-TAHH-96115-01,1491649372046525,VRD - PH 1STSTGGEAR THRUST BRG IN : TEMPERATURE ALARM HIGH HIGH,26731253648529,1211,,workmate,wmate_dba.wmt_tag,1600,1152,1686,11405,1004,8309,,4440,2015-10-06 12:18:22,N,VRD - PH 1STSTGGEAR THRUST BRG IN : TEMPERATURE ALARM HIGH HIGH,1000000000112475,Y,769940,346427,1,0,,681760,23-TAHH-96115-01,1001,2015-10-06 13:14:19,,,,,,,,,,,,,,,,,,,,,
23-LEX-92529,1081261865374641,VRD - PH 1STSTGSCRUB I-FACE,38840252674561,1211,,workmate,wmate_dba.wmt_tag,1585,1116,1686,4606,1004,8309,1060,4440,2009-10-05 17:21:12,N,VRD - PH 1STSTGSCRUB I-FACE,1000000000723051,Y,364488,358644,1,0,92529,681760,23-LEX-92529,4332,2015-08-14 14:36:42,,,,,,,,,,,,,,,,,,,,,
23-TE-96131-01,6191827428964450,VRD - PH 1STSTG MOTOR JOURN BRG NDE,40737621439156,1211,,workmate,wmate_dba.wmt_tag,1600,1116,1686,4564,1004,8309,1060,4440,2009-06-26 15:36:37,N,VRD - PH 1STSTG MOTOR JOURN BRG NDE,1000000000681026,Y,346435,346066,1,0,96131,681760,23-TE-96131-01,4332,2015-08-14 14:36:35,,Added Alarm_Setpoint_Units: ?C (Ref: VRD-CCR-000505)Alarm limit H changed from: 70 To: 80 (Ref: VRD-FEM-3058),,,,,,,,,,,,,,,,,,,
23-FO-96188,2357112351749647,VRD - PH 1STSTG LUBE OIL PURGE GAS,49184996243859,1211,,workmate,wmate_dba.wmt_tag,1600,1116,1686,4390,1004,8309,,4440,2009-06-26 15:36:37,N,VRD - PH 1STSTG LUBE OIL PURGE GAS,1000000000707046,Y,345797,346682,1,0,96188,681760,23-FO-96188,9802,2013-12-09 12:53:00,,,,,,,,,,,,,,,,,,,,,
23-VG-9101,4518112062673878,VRD - 1ST STAGE SUCTION SCRUBBER,53231887945301,1211,531331,workmate,wmate_dba.wmt_tag,1585,1120,1686,6330,1004,8309,,4440,2009-06-26 15:36:37,N,VRD - 1ST STAGE SUCTION SCRUBBER,1000000000716797,Y,346867,681792,1,0,,681760,23-VG-9101,1001,2015-10-08 15:05:08,,"Capacity: 55.3 m3, Size: 3.34m ID x 5.2m T/T, Operating conditions: 3.4 barg @ 40?C",,,,,,,,,,,,,,,,,,,
23-PIC-92538-06,3956345651792907,SOFT TAG VRD - PH 1STSTGCOMP SUCTION STV,66838572336451,1211,,workmate,wmate_dba.wmt_tag,1585,1152,1686,11275,1004,,,4440,2013-05-16 11:50:16,N,SOFT TAG VRD - PH 1STSTGCOMP SUCTION STV,1000000000291743,Y,698575,346362,1,0,,681760,23-PIC-92538-06,1001,2015-10-09 11:56:33,,"MIN, MAX AND UNIT DCS RANGE ADDED. (REF: VRD-FEM-002317)",,,,,,,,,,,,,,,,,,,
23-XY-92748-04,3995911524431747,VRD - PH OFFGAS TO 1STSTGSUCTCOOLER,75078035259592,1211,222320,workmate,wmate_dba.wmt_tag,1584,1116,1686,6213,1004,8309,1060,4440,2009-06-26 15:36:37,N,VRD - PH OFFGAS TO 1STSTGSUCTCOOLER,1000000000717637,Y,346916,346900,1,0,92748,681760,23-XY-92748-04,4332,2015-08-14 14:36:41,,,,,,,,,,,,,,,,,,,,,
45-FT-92139A,6191827428964450,VRD - PH 1STSTGCOMPR MTR COOLMED OUT,77924551600527,1211,523857,workmate,wmate_dba.wmt_tag,1600,1116,1686,4400,1004,8309,1060,2363,2009-06-26 15:36:39,N,VRD - PH 1STSTGCOMPR MTR COOLMED OUT,1000000000717383,Y,350126,346066,1,0,92139A,681760,45-FT-92139A,9802,2013-12-09 12:53:00,,"Added Min + Max + Unit for Calib. Range. (Ref: VRD-CCR-000505)Changed Units from m3/hr to m3/h (VRD-CCR-000505, 12.04.2012)",,,,,,,,,,,,,,,,,,,
23-YI-96119-01,2463931989491990,SOFT TAG VRD - PH 1STSTGGEAR 2 JOURNBRG NDE,82577695456858,1211,,workmate,wmate_dba.wmt_tag,1600,1152,1686,11275,1004,,,4440,2012-12-13 14:18:06,N,SOFT TAG VRD - PH 1STSTGGEAR 2 JOURNBRG NDE,1000000000251072,Y,683286,346939,1,0,,681760,23-YI-96119-01,1001,2015-10-09 11:56:31,2014-10-06 07:45:15,,,,,,,,,,,,,,,,,,,,
23-PIC-92538-02,3956345651792907,SOFT TAG VRD - PH 1STSTGCOMP SUCTION STV,83125028821876,1211,,workmate,wmate_dba.wmt_tag,1585,1152,1686,11275,1004,,,4440,2013-05-16 11:50:16,N,SOFT TAG VRD - PH 1STSTGCOMP SUCTION STV,1000000000291739,Y,698571,346362,1,0,,681760,23-PIC-92538-02,1001,2015-10-09 11:56:33,,,,,,,,,,,,,,,,,,,,,
23-ZS-96142A,2499711953216311,VRD - PH 1STSTG COMPR ENCL DOOR A,87732307364972,1211,407894,workmate,wmate_dba.wmt_tag,1600,1116,1686,4642,1004,8309,1060,4440,2009-06-26 15:36:38,N,VRD - PH 1STSTG COMPR ENCL DOOR A,1000000000716845,Y,347086,682542,1,0,96142A,681760,23-ZS-96142A,9802,2013-12-09 12:53:00,,Update SCD_Sheet_No and Block as per EQ-548.,,,,,,,,,,,,,,,,,,,
23-PAH-96149-02,6223287279641772,VRD - PH 1STSTG COMP INNER SEAL DE : PRESSURE ALARM HIGH,97485367839893,1211,,workmate,wmate_dba.wmt_tag,1600,1152,1686,11405,1004,8309,,4440,2015-10-06 12:18:22,N,VRD - PH 1STSTG COMP INNER SEAL DE : PRESSURE ALARM HIGH,1000000000112420,Y,769885,346317,1,0,,681760,23-PAH-96149-02,1001,2015-10-06 13:14:18,,,,,,,,,,,,,,,,,,,,,
23-PAH-96157-01,2456441663607972,VRD - PH 1STSTG COMP OUTER SEAL NDE : PRESSURE ALARM HIGH,101221993507942,1211,,workmate,wmate_dba.wmt_tag,1600,1152,1686,11405,1004,8309,,4440,2015-10-06 12:18:22,N,VRD - PH 1STSTG COMP OUTER SEAL NDE : PRESSURE ALARM HIGH,1000000000112425,Y,769890,346323,1,0,,681760,23-PAH-96157-01,1001,2015-10-06 13:14:18,,,,,,,,,,,,,,,,,,,,,
23-TE-96103-01,3047932288982463,VRD - PH 1STSTG COMP THRUST BRG IN,113017854205070,1211,662266,workmate,wmate_dba.wmt_tag,1600,1116,1686,4564,1004,8309,1060,4440,2009-06-26 15:36:37,N,VRD - PH 1STSTG COMP THRUST BRG IN,1000000000684783,Y,346403,346064,1,0,96103,681760,23-TE-96103-01,8137,2014-07-11 09:25:15,,Added Alarm_Setpoint_Units: ?C (Ref: VRD-CCR-000505),,,,,,,,,,,,,,,,,,,
23-YPSV-92526,4659382125938648,VRD - PH 1STSTGSUCTSCRUB B/D,118568153070096,1211,616457,workmate,wmate_dba.wmt_tag,1585,1253,1686,11517,1004,8309,,4440,2009-06-26 15:36:38,N,VRD - PH 1STSTGSUCTSCRUB B/D,1000000000715144,Y,346980,346986,1,0,92526,681760,23-YPSV-92526,8137,2016-12-16 07:52:36,2016-12-16 07:52:36,,,,,,,,,,,,,,,,,,,,
23-TE-96113-04,3117826349444493,VRD - PH 1STSTGGEAR 2 JOURNBRG NDE,121953255153538,1211,525283,workmate,wmate_dba.wmt_tag,1600,1116,1686,4564,1004,8309,1060,4440,2009-06-26 15:36:37,N,VRD - PH 1STSTGGEAR 2 JOURNBRG NDE,1000000000682350,Y,346422,345637,1,0,96113,681760,23-TE-96113-04,8137,2014-07-11 09:25:15,,,,,,,,,,,,,,,,,,,,,
23-FE-9106-39,2083333183637273,VRD - PH 1ST STG COMP LO HTR ON,124419735577853,1211,,workmate,wmate_dba.wmt_tag,1600,1114,1686,6177,1004,,,4440,2012-05-09 17:17:02,N,VRD - PH 1ST STG COMP LO HTR ON,1000000000183346,Y,654117,345702,1,0,,681760,23-FE-9106-39,1001,2015-10-09 11:56:29,,,,,,,,,,,,,,,,,,,,,
23-TE-92604B,5345363121325760,VRD - PH 1STSTGDISCCOOL COOLMED IN,126847700303897,1212,,workmate,wmate_dba.wmt_tag,1585,1116,1686,4564,1004,,1060,4440,2013-04-05 15:12:55,N,VRD - PH 1STSTGDISCCOOL COOLMED IN,1000000000281461,Y,695253,345962,0,0,92604,681760,23-TE-92604B,1001,2015-10-08 08:48:25,2014-07-05 13:42:48,Added Units: ?C (Ref: VRD-CCR-000505)TAHH=50 deg C. (Ref: VRD-BP-BP-EQ-238),,,,,,,,,,,,,,,,,,,
23-TT-92532-MB,7011320537781072,SOFT TAG VRD - PH 1STSTGCOMP SUCTION,130452390632424,1211,,workmate,wmate_dba.wmt_tag,1600,1152,1686,11275,1004,,,4440,2013-04-23 10:10:51,N,SOFT TAG VRD - PH 1STSTGCOMP SUCTION,1000000000286618,Y,697796,346602,1,0,,681760,23-TT-92532-MB,1001,2015-10-09 11:56:27,,,,,,,,,,,,,,,,,,,,,
60-EN-9011A+80E2,2539007469802785,FEEDER THYRISTOR +82B SEAL GAS HEATER FOR 1 ST STAGE COMP.,135258102320048,1211,,workmate,wmate_dba.wmt_tag,1650,1114,1686,4291,1004,,,3118,2013-04-05 15:12:55,N,FEEDER THYRISTOR +82B SEAL GAS HEATER FOR 1 ST STAGE COMP.,1000000000281000,Y,694792,345716,1,0,,681760,60-EN-9011A+80E2,8137,2017-07-25 10:10:03,2017-07-25 10:10:03,,,,,,,,,,,,,,,,,,,,
23-PIC-92538-11,3956345651792907,SOFT TAG VRD - PH 1STSTGCOMP SUCTION STV,137775225587472,1211,,workmate,wmate_dba.wmt_tag,1585,1152,1686,11275,1004,,,4440,2013-05-16 11:50:16,N,SOFT TAG VRD - PH 1STSTGCOMP SUCTION STV,1000000000291748,Y,698580,346362,1,0,,681760,23-PIC-92538-11,1001,2015-10-09 11:56:33,,,,,,,,,,,,,,,,,,,,,
48-TSL-96960,3476609559144829,VRD - PH 1STSTG COMPR WATER MIST,141678634874122,1225,,workmate,wmate_dba.wmt_tag,1600,1116,1350,4577,1004,,1033,2491,2009-06-26 15:36:40,N,VRD - PH 1STSTG COMPR WATER MIST,1000000000711630,Y,351922,411403,0,0,48-T-9,681760,48-TSL-96960,1001,2015-10-08 10:03:52,2013-07-16 10:55:46,,,,,,,,,,,,,,,,,,,,
23-LSHH-96138 (2),6191827428964450,VRD PH,142563446487784,1212,,workmate,wmate_dba.wmt_tag,1444,1116,,4465,1004,,,4440,2012-12-13 14:13:52,N,VRD PH,1000000000250774,Y,682995,346066,0,0,,681760,23-LSHH-96138 (2),8137,2014-09-26 12:52:05,2014-09-26 12:52:05,,,,,,,,,,,,,,,,,,,,
23-ZAHH-96107-01,3701946487227614,VRD - PH 1STSTGCOMP SHAFT AXIAL POS : POSITION ALARM HIGH HIGH,146479202708416,1211,,workmate,wmate_dba.wmt_tag,1600,1152,1686,11405,1004,8309,,4440,2015-10-06 12:18:22,N,VRD - PH 1STSTGCOMP SHAFT AXIAL POS : POSITION ALARM HIGH HIGH,1000000000112529,Y,769994,347100,1,0,,681760,23-ZAHH-96107-01,2829,2016-06-06 08:48:28,2016-06-06 08:48:28,,,,,,,,,,,,,,,,,,,,
23-PAH-92539,3147733389929639,VRD - PH 1STSTGCOMP DISCHARGE : PRESSURE ALARM HIGH,155186911505639,1211,,workmate,wmate_dba.wmt_tag,1600,1152,1686,11405,1004,8309,,4440,2013-05-16 11:50:16,N,VRD - PH 1STSTGCOMP DISCHARGE : PRESSURE ALARM HIGH,1000000000293597,Y,700429,346290,1,0,,681760,23-PAH-92539,1001,2015-10-06 12:28:33,,,,,,,,,,,,,,,,,,,,,
23-YAHH-96117-02,8289972691969946,VRD - PH 1STSTGGEAR 1 JOURNBRG DE : VIBRATION ALARM HIGH HIGH,166707822417879,1211,,workmate,wmate_dba.wmt_tag,1600,1152,1686,11405,1004,8309,,4440,2013-05-16 11:50:16,N,VRD - PH 1STSTGGEAR 1 JOURNBRG DE : VIBRATION ALARM HIGH HIGH,1000000000292001,Y,698832,346996,1,0,,681760,23-YAHH-96117-02,1001,2015-10-06 12:28:32,,,,,,,,,,,,,,,,,,,,,
23-YT-96105-01,6995994407639098,VRD - PH 1STSTG COMPR JOURN BRG NDE,186991159687459,1211,446683,workmate,wmate_dba.wmt_tag,1600,1116,1686,4627,1004,8309,1069,4440,2009-06-26 15:36:38,N,VRD - PH 1STSTG COMPR JOURN BRG NDE,1000000000715790,Y,346991,346931,1,0,96105,681760,23-YT-96105-01,8137,2017-01-26 08:31:57,,,,,,,,,,,,,,,,,,,,,
23-PT-96153,6612769553259551,VRD - PH 1STSTG COMP INNER SEAL,190146123101689,1211,495056,workmate,wmate_dba.wmt_tag,1600,1116,1686,4525,1004,8309,1060,4440,2009-06-26 15:36:37,N,VRD - PH 1STSTG COMP INNER SEAL,1000000000685082,Y,346320,346365,1,0,96153,681760,23-PT-96153,9802,2013-12-09 12:53:00,,,,,,,,,,,,,,,,,,,,,
23-FO-96159,5062762658885662,VRD - PH 1STSTG COMP BUFFER GAS NDE,191958442507534,1211,,workmate,wmate_dba.wmt_tag,1600,1116,1686,4390,1004,8309,,4440,2009-06-26 15:36:37,N,VRD - PH 1STSTG COMP BUFFER GAS NDE,1000000000706878,Y,345789,345627,1,0,96159,681760,23-FO-96159,9802,2013-12-09 12:53:02,,,,,,,,,,,,,,,,,,,,,
23-TAHH-96181-01,7150379466084051,VRD - PH 1STSTG COMP LO HEADER : TEMPERATURE ALARM HIGH HIGH,212322892421528,1211,,workmate,wmate_dba.wmt_tag,1600,1152,1686,11405,1004,8309,,4440,2015-10-06 12:18:22,N,VRD - PH 1STSTG COMP LO HEADER : TEMPERATURE ALARM HIGH HIGH,1000000000112479,Y,769944,346635,1,0,,681760,23-TAHH-96181-01,1001,2015-10-06 13:14:19,,,,,,,,,,,,,,,,,,,,,
23-ESDV-92551B-PST,5901066000673985,SOFT TAG VRD - PH 1STSTGDISCHCLR GAS OUT EQ,214328128023956,1211,,workmate,wmate_dba.wmt_tag,1585,1152,1686,11275,1004,,,4440,2013-04-23 10:10:49,N,SOFT TAG VRD - PH 1STSTGDISCHCLR GAS OUT EQ,1000000000284970,Y,696146,345658,1,0,,681760,23-ESDV-92551B-PST,1001,2015-10-09 11:56:28,,,,,,,,,,,,,,,,,,,,,
23-TAHH-96104-01,5087123609558478,VRD - PH 1STSTG COMP THRUST BRG OUT : TEMPERATURE ALARM HIGH HIGH,221976486789968,1211,,workmate,wmate_dba.wmt_tag,1600,1152,1686,11405,1004,8309,,4440,2015-10-06 12:18:22,N,VRD - PH 1STSTG COMP THRUST BRG OUT : TEMPERATURE ALARM HIGH HIGH,1000000000112473,Y,769938,346407,1,0,,681760,23-TAHH-96104-01,1001,2015-10-06 13:14:19,,,,,,,,,,,,,,,,,,,,,
23-PAL-96160,4144008675254815,SOFT TAG VRD - PH 1STSTG COMP SEPAR GAS,227614941284667,1211,,workmate,wmate_dba.wmt_tag,1600,1152,1686,11275,1004,,,4440,2013-04-23 10:10:49,N,SOFT TAG VRD - PH 1STSTG COMP SEPAR GAS,1000000000285028,Y,696203,346163,1,0,,681760,23-PAL-96160,1001,2015-10-09 11:56:28,,"ALARM PRIORITY SET TO: 1, TAG NUMBER CHANGED FROM: 23-PAL-96160-01. REF: VRD-CCR-000332ALARM PRIORITY CHANGED FROM 1 TO 2 (REF: FEM-2609)",,,,,,,,,,,,,,,,,,,
23-EZSH-92501B,1659945743622682,VRD - PH 1STSTGSUCTCLR GAS IN EQUAL,228746341926659,1211,448303,workmate,wmate_dba.wmt_tag,1585,1116,1686,4643,1004,8309,1060,4440,2009-06-26 15:36:37,N,VRD - PH 1STSTGSUCTCLR GAS IN EQUAL,1000000000708479,Y,345679,345655,1,0,92501B,681760,23-EZSH-92501B,4332,2015-08-14 14:36:39,,,,,,,,,,,,,,,,,,,,,
23-TI-96114-03,7893038199366604,SOFT TAG VRD - PH 1STSTGGEAR 2 JOURNBRG DE,229987135719818,1211,,workmate,wmate_dba.wmt_tag,1600,1152,1686,11275,1004,,,4440,2012-12-13 14:16:15,N,SOFT TAG VRD - PH 1STSTGGEAR 2 JOURNBRG DE,1000000000250942,Y,683159,346425,1,0,,681760,23-TI-96114-03,1001,2015-10-09 11:56:30,2014-10-06 07:45:13,,,,,,,,,,,,,,,,,,,,
23-TAHH-92604A,8351209060863557,VRD - PH 1STSTGDISCCOOL GAS OUT : TEMPERATURE ALARM HIGH HIGH,232471929166859,1211,,workmate,wmate_dba.wmt_tag,1585,1152,1686,11405,1004,,,4440,2013-05-16 11:50:16,N,VRD - PH 1STSTGDISCCOOL GAS OUT : TEMPERATURE ALARM HIGH HIGH,1000000000291761,Y,698593,679862,1,0,,681760,23-TAHH-92604A,1001,2015-10-06 12:28:32,,ADDED ON 4/21/2012 (REF: VRD-BP-BP-EQ-000238).,,,,,,,,,,,,,,,,,,,
23-PDI-92501,5552927149248373,SOFT TAG VRD - PH 1STSTGSUCTCOOL GAS IN ESDV,241192271354983,1211,,workmate,wmate_dba.wmt_tag,1585,1152,1686,11275,1004,,,4440,2012-12-13 14:13:57,N,SOFT TAG VRD - PH 1STSTGSUCTCOOL GAS IN ESDV,1000000000250779,Y,683000,346172,1,0,,681760,23-PDI-92501,1001,2015-10-09 11:56:28,2014-10-06 07:45:10,,,,,,,,,,,,,,,,,,,,
23-FE-9106A,2357112351749647,VRD - 1ST STAGE COMPRESSOR LUBE OIL HEATER,243723133129244,1225,,workmate,wmate_dba.wmt_tag,1600,1120,,6255,1004,,1060,4440,2010-09-22 17:10:16,N,VRD - 1ST STAGE COMPRESSOR LUBE OIL HEATER,1000000000930091,Y,526369,346682,0,0,,681760,23-FE-9106A,8137,2014-01-27 13:42:56,2013-07-16 10:56:35,,,,,,,,,,,,,,,,,,,,
23-ZT-96107-03,6834347328657859,VRD - PH 1STSTGCOMP SHAFT AXIAL POS,258344742769820,1211,446683,workmate,wmate_dba.wmt_tag,1600,1116,1686,4649,1004,8309,1060,4440,2009-06-26 15:36:38,N,VRD - PH 1STSTGCOMP SHAFT AXIAL POS,1000000000717651,Y,347102,347070,1,0,96107,681760,23-ZT-96107-03,9802,2013-12-09 12:53:02,,"Changed "","" to ""."" in alarm limits. (Ref: VRD-CCR-000505)",,,,,,,,,,,,,,,,,,,
23-HS-92521,53231887945301,VRD - PH 1STSTGSUCTSCRUBBER-SELECTOR,258809149364283,1211,,workmate,wmate_dba.wmt_tag,1585,1116,1686,4414,1004,,1060,4440,2010-10-25 16:17:40,N,VRD - PH 1STSTGSUCTSCRUBBER-SELECTOR,1000000000954359,Y,545506,346867,1,0,92521,681760,23-HS-92521,9802,2013-12-09 12:53:02,,NEW tag (Ref: VRD-BP-VID-EQ-000642-A-C-002),,,,,,,,,,,,,,,,,,,
23-YAHH-96134-02,8338677202728690,VRD - PH 1STSTG MOTOR JOURN BRG DE : VIBRATION ALARM HIGH HIGH,269452162839280,1211,,workmate,wmate_dba.wmt_tag,1600,1152,1686,11405,1004,8309,,4440,2013-05-16 11:50:16,N,VRD - PH 1STSTG MOTOR JOURN BRG DE : VIBRATION ALARM HIGH HIGH,1000000000292011,Y,698842,347008,1,0,,681760,23-YAHH-96134-02,1001,2015-10-06 12:28:32,,,,,,,,,,,,,,,,,,,,,
45-HV-92510-01,2861239574637735,VRD - PH 1STSTGSUCTCOOL SHELL PSV IN,274450897701725,1225,444134,workmate,wmate_dba.wmt_tag,1585,1116,1686,4418,1004,8309,,2363,2009-06-26 15:36:39,N,VRD - PH 1STSTGSUCTCOOL SHELL PSV IN,1000000000710369,Y,350181,345949,0,0,92510,681760,45-HV-92510-01,1001,2015-10-08 08:48:04,2013-07-15 09:20:26,,,,,,,,,,,,,,,,,,,,
23-EZSH-92551A,8007172251338373,VRD - PH 1STSTGDISCHCLR GAS OUT,276317062988468,1211,145665,workmate,wmate_dba.wmt_tag,1585,1116,1686,4643,1004,8309,1060,4440,2009-06-26 15:36:37,N,VRD - PH 1STSTGDISCHCLR GAS OUT,1000000000708481,Y,345681,345657,1,0,92551A,681760,23-EZSH-92551A,4332,2015-08-14 14:36:39,,,,,,,,,,,,,,,,,,,,,
23-PSV-96192,2357112351749647,VRD - PH 1STSTG COMP MAIN OIL PUMP,296977167799997,1211,551663,workmate,wmate_dba.wmt_tag,1600,1253,1686,11517,1004,8309,,4440,2009-06-26 15:36:37,N,VRD - PH 1STSTG COMP MAIN OIL PUMP,1000000000683753,Y,346253,346682,1,0,96192,681760,23-PSV-96192,8137,2016-12-16 07:52:36,2016-12-16 07:52:36,,,,,,,,,,,,,,,,,,,,
23-LTX-92529,1081261865374641,VRD - PH 1STSTGSCRUB I-FACE,308132087480435,1211,,workmate,wmate_dba.wmt_tag,1585,1116,1686,4613,1004,8309,1060,4440,2009-06-26 15:36:37,N,VRD - PH 1STSTGSCRUB I-FACE,1000000000707941,Y,346126,358644,1,0,92529,681760,23-LTX-92529,9802,2013-12-09 12:53:01,,,,,,,,,,,,,,,,,,,,,
23-PALL-96186,1305424889591533,SOFT TAG VRD - PH 1STSTG COMP LO HEADER,309607331276409,1211,,workmate,wmate_dba.wmt_tag,1600,1152,1686,11275,1004,,,4440,2013-04-23 10:10:49,N,SOFT TAG VRD - PH 1STSTG COMP LO HEADER,1000000000284978,Y,696154,345795,1,0,,681760,23-PALL-96186,1001,2015-10-09 11:56:28,,ALARM PRIORITY CHANGED FROM 2 TO 3 (REF: FEM-2609),,,,,,,,,,,,,,,,,,,
23-PT-96160-01,3904753668320840,VRD - PH 1STSTG COMP SEPAR GAS,311006305196759,1211,532915,workmate,wmate_dba.wmt_tag,1600,1116,1686,4525,1004,8309,1069,4440,2009-06-26 15:36:37,N,VRD - PH 1STSTG COMP SEPAR GAS,1000000000685087,Y,346325,682540,1,0,96160,681760,23-PT-96160-01,8137,2017-01-26 08:31:57,,Changed Alarm_Setpoint_Units from mbar to mbarg. (Ref: VRD-CCR-000505),,,,,,,,,,,,,,,,,,,
23-YXY-92445-05,8624522362488710,VRD - PH 1STSTGSUCTCOOL GAS IN,312702049277652,1211,222320,workmate,wmate_dba.wmt_tag,1585,1116,1686,6213,1004,8309,1069,4440,2009-06-26 15:36:38,N,VRD - PH 1STSTGSUCTCOOL GAS IN,1000000000716642,Y,347045,346985,1,0,92445,681760,23-YXY-92445-05,4332,2017-01-12 09:57:38,,,,,,,,,,,,,,,,,,,,,
23-LI-96182-01,2357112351749647,LEVEL INDICATOR,315863051423411,1212,,workmate,wmate_dba.wmt_tag,1585,1116,,4442,1004,,,4440,2013-03-20 08:57:38,N,LEVEL INDICATOR,1000000000278675,Y,694413,346682,0,0,,681760,23-LI-96182-01,8137,2014-09-26 12:52:05,2014-09-26 12:52:05,,,,,,,,,,,,,,,,,,,,
23-YAHH-96133-02,2770649304694274,VRD - PH 1STSTG MOTOR JOURN BRG NDE : VIBRATION ALARM HIGH HIGH,322603444177639,1211,,workmate,wmate_dba.wmt_tag,1600,1152,1686,11405,1004,8309,,4440,2013-05-16 11:50:16,N,VRD - PH 1STSTG MOTOR JOURN BRG NDE : VIBRATION ALARM HIGH HIGH,1000000000292009,Y,698840,347006,1,0,,681760,23-YAHH-96133-02,1001,2015-10-06 12:28:32,,,,,,,,,,,,,,,,,,,,,
